"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
0,50000,1,3,2,36,0,0,0,0,-2,-2,47911,48418,7000,40484,0,0,0,2166,1000,5737,0,0,0,0
0,50000,2,3,2,48,0,-1,-1,-1,-1,0,1500,2000,1382,17967,-118,13656,13927,2000,1382,5737,0,13925,498,516
0,200000,2,1,1,58,-2,-2,-2,-2,-1,-1,-200,-200,-200,11466,0,5957,0,0,0,5737,200,5957,0,0
0,560000,1,2,1,32,1,-2,-2,-1,-1,-2,19924,16297,4593,14209,2512,11461,3402,1163,1023,19095,2519,46518,?,11467
0,100000,2,2,1,29,1,4,3,2,2,2,85264,83376,81445,7953,82710,84242,82730,0,0,19095,3200,3000,0,3300
0,20000,1,3,2,43,0,0,0,0,0,0,19107,20120,19445,6345,19831,19473,20009,1330,1274,19095,660,752,906,650
0,70000,1,3,1,56,0,0,0,0,0,0,42039,46330,47480,27014,49242,29993,29618,5000,2238,19095,3000,3000,1500,1500
0,60000,2,2,2,31,2,0,0,0,2,2,19921,20993,21736,45390,23172,22661,24087,1700,1400,5737,1800,0,1800,0
1,30000,1,2,2,27,1,2,0,-1,2,0,29956,28469,58384,36080,29553,29933,30000,0,2000,11180,30000,1000,1000,0
0,20000,1,1,2,25,0,0,0,0,0,0,15848,16883,17839,231,18040,18414,16213,1595,1551,11180,752,773,772,354
0,70000,2,1,2,24,1,2,0,0,2,0,71017,64454,64182,46329,30351,29826,29699,0,1809,5737,2500,0,2000,1500
0,340000,2,2,2,52,-2,-2,-2,-2,-2,-2,3375,3267,-2,19177,498,11466,412,3283,0,19095,500,11523,414,15055
0,140000,2,2,2,30,-1,-1,-2,-2,-2,-2,854,0,0,12733,0,0,0,0,0,5737,0,0,0,0
0,80000,2,2,2,57,-1,-1,-1,-2,-2,-2,3072,2856,0,4952,0,0,0,2856,0,19095,0,0,0,0
0,220000,2,1,1,46,2,2,0,0,0,0,243517,228368,224414,34182,196229,190050,183779,0,10000,5737,7200,7001,6900,6400
0,30000,2,1,2,29,1,-1,-1,-1,-1,-1,0,686,405,30470,3190,2844,0,686,409,19095,3190,2844,0,0
1,60000,1,1,2,27,0,0,0,0,0,0,57753,59186,59001,7819,27971,28619,29213,2960,1628,11180,1002,1100,1100,922
0,30000,2,3,1,33,2,2,2,2,2,2,27126,29970,29192,52271,31103,31771,30404,3600,0,5737,2700,1300,0,1300
1,320000,2,1,1,34,-1,-1,-1,-1,-1,-1,800,18873,-150,57146,150,21565,4818,18873,0,19095,500,21565,5000,168492
1,10000,2,2,1,53,0,0,0,-2,-2,-2,9269,10400,0,20759,0,0,0,1400,0,11180,0,0,0,0
0,240000,2,2,1,45,1,-1,-1,-1,-1,-1,0,396,396,41215,396,396,396,396,396,11180,396,396,?,396
0,50000,1,3,0,50,0,0,0,-1,-1,-1,45771,23343,0,18099,3400,2769,0,2266,0,19095,3400,2769,1700,0
0,230000,2,1,1,35,-1,-1,-1,-1,-1,-1,4043,10609,4982,37441,43509,2271,13486,10670,5008,11180,43736,2282,13553,2980
0,290000,2,2,1,48,-2,-2,-2,-2,-2,-2,10608,34470,11888,38389,27114,3501,12511,34470,11890,11180,27114,3501,12511,5797
1,160000,1,1,1,49,-1,-1,2,-1,-1,-1,316,632,316,47258,316,316,316,632,0,19095,316,316,316,316
0,80000,2,3,1,53,-1,2,-1,-1,-1,-1,780,390,390,46817,390,390,1320,0,390,5737,390,390,1320,0
1,100000,2,2,1,38,2,2,0,0,0,0,50721,49635,50509,30040,51666,52834,54955,0,2000,5737,2000,2000,3000,3000
0,500000,2,1,2,44,-2,-2,-2,-2,-2,-2,0,5218,3981,40734,0,3672,7617,5218,3981,19095,0,3672,7617,2691
0,420000,2,1,1,39,0,0,0,0,0,0,304964,312224,315822,38572,275393,278745,244543,14000,11230,5737,10000,8091,6965,6362
1,130000,2,3,1,46,0,0,0,0,0,0,17505,18529,19545,16802,20217,20890,21541,1312,1328,5737,1000,1000,1000,799
0,50000,2,2,2,26,-1,-1,-1,-2,-1,3,528,378,-150,29099,-678,2057,1206,378,0,19095,0,3263,0,0
0,260000,1,2,1,43,0,0,0,0,0,0,99523,76712,55185,910,82040,60867,59005,3514,3049,19095,58312,3018,3020,1511
0,600000,2,3,1,46,-1,-1,-1,-1,-1,-1,22921,11441,23471,31959,30871,17314,10000,11444,23537,19095,31171,17348,10000,10000
0,130000,2,2,2,29,0,0,2,0,0,2,88345,94597,92077,36224,93272,96298,95745,8600,0,11180,3500,7100,3600,2900
0,360000,1,2,1,31,1,-2,-2,-2,-2,-2,0,0,0,18144,0,0,0,0,0,5737,0,0,0,0
0,120000,1,1,1,51,0,0,0,0,0,0,117446,117781,122030,9635,114294,114144,116894,4400,8002,5737,4200,4200,8000,4000
1,440000,1,1,2,33,-1,2,-1,2,-1,3,1137,343,812,23858,168,2653,2203,0,1300,19095,0,2777,0,0
0,210000,1,2,2,32,0,0,2,0,0,0,155913,165227,161427,36165,164860,187329,186079,13000,0,11180,5666,24886,6282,6494
0,70000,2,2,2,34,0,0,0,0,0,0,62694,63995,66446,9702,67786,69686,70500,1818,3000,19095,1903,2458,1900,0
0,70000,2,3,2,55,0,0,0,0,0,0,69997,41409,31450,63544,29592,29703,19582,1700,3018,5737,3338,3000,717,595
0,30000,1,2,1,35,0,0,0,0,0,0,25989,27100,27868,31684,28430,29077,29540,1533,1301,5737,863,947,836,915
0,260000,2,1,2,25,-1,-1,0,0,0,-1,359,7822,13926,3271,15393,22746,2946,9188,13907,19095,3015,10413,2960,3820
0,350000,2,2,3,44,2,2,-2,-2,-2,-1,52949,-4577,-4577,37597,-2699,-2699,297301,3682,0,19095,1878,0,300000,0
1,130000,2,2,1,41,2,2,0,0,0,0,133894,130312,128653,25083,100795,95299,86564,0,7347,11180,4000,3450,3300,4000
0,390000,2,2,2,26,2,2,2,0,0,0,185111,172865,153795,28010,140387,128112,115514,5000,3000,19095,5000,4548,4100,3300
1,170000,2,2,1,35,-1,-1,0,-1,-1,-1,10316,2798,4543,14559,3229,?,0,2798,4022,11180,3229,2062,?,0
0,260000,2,1,1,38,0,0,0,0,0,0,256359,208852,192782,41624,189886,196398,194568,10027,10107,5737,20000,10000,10000,10000
0,290000,2,3,1,29,0,0,0,0,0,0,161623,166345,167924,41202,170227,164584,161912,11200,6000,19095,6000,6000,6700,5000
1,120000,2,2,1,31,0,0,0,0,2,2,46736,75853,79570,19467,106523,108614,107519,30000,5000,5737,30000,3900,4000,3800
1,150000,1,2,3,25,-1,-1,-1,0,0,0,1180,7667,9044,39135,8397,6763,0,7705,9047,5737,8,33,0,0
0,320000,1,1,2,38,-1,-1,-1,-1,-1,-1,3872,5409,16770,27563,83490,0,52281,5409,16778,11180,83490,0,52281,15643
0,280000,2,2,1,40,-1,-1,-1,-1,-1,2,415,415,415,2659,565,?,415,415,415,11180,565,830,?,415
0,220000,2,1,1,26,0,0,0,0,0,0,52593,65221,73395,45018,81697,57517,58920,15000,10000,11180,10000,5000,1776,10000
0,130000,2,2,2,33,0,0,-1,-1,-1,-1,7547,3773,4329,57756,8638,2279,-1,1011,4345,19095,9261,2285,0,338
1,160000,1,2,1,37,2,-1,-1,-1,-1,-1,833,833,833,43873,833,833,833,833,833,19095,833,833,833,833
1,280000,1,1,1,38,-2,-2,-2,-2,-2,-1,101259,7224,11169,28209,2300,0,10551,7259,11055,11180,2311,0,10551,15000
0,240000,1,1,1,29,-1,-1,-1,-2,-1,-1,17882,367,-4661,48169,-23,4638,2500,403,4838,5737,4638,4661,?,0
0,210000,2,1,2,30,-1,-1,-1,-1,0,0,7056,2881,1166,50828,13740,6813,2144,3033,1172,19095,13940,0,0,0
0,20000,2,2,2,21,0,0,0,0,0,0,20040,17850,13560,32580,11748,10632,10019,1499,1099,11180,333,2000,2000,800
0,360000,2,2,1,43,-1,-1,-1,-1,-1,-1,1999,10145,4005,23837,19158,3569,31171,10145,4723,5737,19158,3569,31171,3283
0,60000,2,1,2,23,0,0,0,0,0,0,17191,17864,18408,21451,18393,18238,18345,1700,1600,11180,1000,1000,1000,2000
0,160000,1,1,2,31,-1,-1,-1,-1,-1,-1,813,1351,0,9222,2773,215,2026,1351,0,19095,2773,215,2026,0
0,180000,1,2,1,33,0,0,-1,-1,0,0,177017,107267,11426,389,96562,144345,141659,20135,12099,11180,96562,49000,140000,6000
0,280000,1,3,1,49,-1,-1,-1,-1,-1,-1,4792,3410,2295,4132,3105,582,14013,3410,2295,19095,3105,582,?,4240
1,150000,2,1,2,40,-1,-1,-1,-1,-2,-2,7296,1819,1012,34409,0,0,0,1819,1012,11180,0,0,0,0
1,220000,1,2,2,30,1,2,2,2,2,2,105348,106432,102996,24257,100198,100357,95471,4268,3251,19095,2900,5000,0,105300
0,230000,2,3,2,25,0,0,0,0,-1,-1,26214,26504,20010,13949,0,104160,0,2000,1067,5737,0,104160,0,0
0,20000,1,2,2,30,0,0,0,0,0,0,39508,16063,17090,52122,17506,17924,18526,2546,1300,11180,700,700,900,600
0,50000,1,1,1,?,2,2,0,0,0,-1,12632,13131,14817,12820,13725,13147,5932,1000,2000,5737,7000,5000,?,25497
0,380000,1,2,1,38,0,0,0,0,0,0,88112,91640,93480,29991,95256,96964,71250,4569,4000,5737,3000,5000,5000,2070
1,360000,2,2,2,27,-2,-2,-1,0,0,0,5497,3300,512,21639,2512,2593,0,3000,512,5737,2000,2473,0,947
0,620000,2,1,2,?,-1,-1,-1,0,-1,-1,31400,32166,17206,14790,164582,75743,54737,32335,17244,11180,154826,76300,55012,55136
0,200000,1,3,1,69,0,0,0,0,0,0,83858,66979,65728,35398,64490,53186,52136,3207,3042,11180,2100,2008,2508,2000
1,120000,2,2,2,25,1,-2,-2,-2,-2,-2,0,0,0,38242,0,-10810,-15296,0,0,5737,0,0,0,85929
0,150000,1,3,1,46,0,0,0,0,0,0,96396,98366,99456,26701,79956,78154,76634,4073,3404,5737,2722,54788,2770,2798
0,20000,2,2,2,24,0,0,0,0,0,0,13867,14834,15931,34023,15850,16226,14411,1500,1450,19095,369,429,288,250
1,70000,1,2,2,32,3,2,0,0,0,2,21986,21351,22090,1300,22723,24351,23809,0,1400,19095,1000,2000,0,2074
0,250000,2,2,1,37,0,0,0,0,0,0,215928,221963,224949,45282,229577,234221,238960,9510,8160,11180,8364,8493,8625,8737
0,320000,1,2,2,37,0,0,-1,0,0,0,31989,35554,85376,27251,88585,101546,41685,5001,92586,19095,5001,15001,3011,6001
0,30000,2,1,2,25,0,0,0,0,0,0,22399,25859,26540,34651,13842,16299,18547,5000,1500,5737,499,3000,?,3000
0,70000,1,2,2,35,0,0,0,0,0,0,67306,69023,69340,3678,39191,40009,40893,3400,2310,5737,1600,1600,1700,2000
0,50000,2,1,2,24,-2,-2,-2,-2,-2,-2,220,220,677,37733,1200,666,1480,220,677,19095,1200,666,1480,3710
0,220000,2,1,2,36,-1,-1,-2,-2,-2,-2,2978,125,15064,18970,101,1011,1411,125,15064,11180,101,1011,1906,486
0,400000,2,2,1,34,-1,-1,0,-1,-1,0,14986,25772,12621,28012,13983,3378,3770,25772,1500,19095,13983,3378,?,9353
0,260000,2,1,2,30,-1,-1,-1,-2,-2,-2,449,1340,0,34227,0,0,0,1340,0,19095,0,0,0,3250
0,60000,2,2,2,29,1,2,0,0,0,0,9045,7910,6770,76511,6880,5021,4952,1000,1000,11180,1000,2000,2000,3000
0,50000,1,2,2,33,0,0,0,0,0,2,24060,17474,18297,61018,20114,13235,12482,1400,1183,19095,2000,1200,0,610
1,200000,2,1,1,55,0,0,0,0,0,0,110778,111431,96867,18191,77140,81849,78046,3796,4262,19095,2645,5834,2771,2945
1,90000,2,2,1,55,0,-1,-1,-1,-1,-1,15000,1055,-180,3875,2320,1286,1132,1055,0,19095,2500,2000,1132,1110
0,80000,2,1,1,43,-1,-1,-1,-2,-2,-1,21057,2282,-185,33804,-185,-185,665,2282,0,19095,0,0,1000,0
1,20000,1,3,2,22,-2,-2,-1,-1,2,2,20732,19981,431,22350,20786,20355,18752,2,431,11180,20355,0,2732,7189
0,200000,2,3,2,70,-1,-1,-1,0,0,-2,7109,9999,5300,20140,5300,0,0,10025,5300,11180,0,0,0,0
0,150000,2,2,1,35,0,0,0,0,2,0,39883,41045,41701,11339,40699,25218,9340,1806,1462,5737,2000,0,2000,44
0,40000,1,2,2,26,1,2,2,2,2,2,39826,40690,32183,20955,38897,40234,40536,1900,390,11180,8000,2500,?,0
0,400000,1,1,2,42,-2,-2,-2,-2,-2,-2,4279,100815,15906,8160,81768,?,43827,101319,15942,11180,82308,4903,?,53406
0,190000,1,3,2,34,0,0,0,0,0,0,47713,49242,52394,23952,55521,113760,116299,3000,5000,19095,5000,60000,5000,5000
1,20000,1,2,1,62,0,0,0,-2,-2,-2,19724,19581,0,33500,0,0,0,1000,0,19095,20500,0,0,0
0,20000,1,1,2,29,0,0,0,0,0,0,14492,15759,17371,44442,17873,18073,10817,1500,2000,19095,651,500,1000,500
1,100000,2,3,2,66,0,0,0,0,0,0,82583,83398,85103,18294,86802,88912,90400,3035,3100,19095,3100,3500,3500,7100
0,120000,2,3,1,54,0,0,0,0,0,0,67094,69010,70683,17529,71504,73230,73613,3000,3000,5737,2300,2600,2500,1500
0,170000,1,1,2,34,1,2,2,2,0,0,23535,22876,25674,20493,24963,25640,26278,0,3503,19095,0,1078,1215,1000
0,310000,1,1,2,32,0,0,0,0,0,-1,6023,23782,26024,7302,26201,20896,6579,18000,3000,11180,1500,500,6579,40200
0,350000,2,1,2,29,0,0,0,0,0,0,42518,31386,24540,50318,22187,12900,7938,1740,1000,19095,452,448,2000,8206
0,120000,2,2,1,40,0,0,0,0,0,0,109399,109397,36850,14770,37739,38381,39142,3900,1700,19095,1500,1400,1400,1500
0,300000,1,1,2,32,1,2,2,-1,0,0,10566,11293,12000,38162,3458,56338,56735,1200,1200,11180,9427,55000,2000,2000
0,130000,2,2,2,29,2,2,0,0,0,-1,172094,156589,145398,6219,136115,138893,127502,0,3300,19095,2500,2778,130000,3689
0,490000,1,1,2,35,-2,-2,-2,-2,-2,-2,-13,2639,1610,46655,1231,1419,14143,2652,1618,19095,1237,1426,14214,11493
0,500000,1,1,1,43,-1,-1,-1,0,0,-1,14872,53132,74478,13642,61069,37369,2581,53421,74559,5737,1343,907,2592,42767
0,180000,2,1,2,30,0,0,0,0,2,2,149525,152460,154206,39811,135881,130728,123155,7320,6100,11180,9710,4800,0,4300
0,400000,2,2,2,30,2,0,0,0,0,0,24054,25381,26085,13920,26779,29283,29764,1624,1328,5737,1022,3000,1000,1171
0,80000,1,3,2,43,2,2,0,0,-1,-1,76292,77465,78834,42445,12577,18376,23766,3006,5250,19095,33,18431,23944,28457
0,140000,2,1,2,28,0,0,0,0,0,0,115743,117357,112527,36433,91802,94114,91201,5000,5000,19095,3600,4000,4000,4000
1,20000,2,2,2,28,2,2,0,0,0,0,24611,18920,13124,36239,18859,19828,36666,0,1200,19095,7500,1015,15000,0
0,210000,2,1,1,34,0,0,0,0,0,0,8011,5832,7906,42321,5111,2069,0,1126,2400,5737,200,205,0,0
0,80000,1,2,1,?,0,0,0,0,-2,-2,4089,5015,2521,47436,531,9766,10042,1042,1000,5737,531,9354,438,200
0,230000,2,1,1,38,-1,-1,0,0,0,0,2130,62469,62583,41186,59047,52574,43723,62469,5000,19095,2000,5000,5000,3000
1,70000,2,2,2,25,0,0,0,0,0,0,66174,67555,25059,34601,26834,14112,28191,3000,2000,19095,2400,2012,14500,3000
0,90000,2,2,1,43,-2,-2,-2,-2,-2,-2,7489,5798,15112,23148,0,0,0,5833,?,11180,0,0,0,0
0,190000,2,2,1,33,0,0,0,0,0,0,142272,143386,141711,20773,142569,141733,142982,8007,8000,5737,8000,5500,5339,5058
0,30000,1,2,1,30,0,0,0,0,0,-2,27836,28998,29480,16346,29500,0,0,2000,1200,5737,1000,0,1500,0
0,280000,2,1,1,47,0,0,0,0,-1,0,257561,270827,212405,16010,194345,161084,174622,20000,15000,11180,0,161084,15000,20000
1,90000,1,3,2,25,0,0,0,0,-2,-2,6822,6995,7884,21330,0,0,0,1172,1061,19095,0,0,?,193
0,130000,1,2,2,29,-1,-1,-1,-1,-1,-1,3920,3848,942,5279,942,768,-174,4000,942,5737,942,768,0,0
0,80000,2,2,3,52,0,0,0,0,0,0,63134,57072,55618,19829,50345,52031,53141,2087,2019,5737,2000,2500,2095,2002
0,10000,1,5,2,35,3,2,0,0,0,-2,10281,9949,8838,55772,8838,0,0,25,4000,11180,0,1000,0,0
0,360000,1,1,2,29,1,-2,-1,-1,-1,-1,-1808,-1808,6458,21218,825,825,825,0,9091,5737,825,825,825,825
0,20000,2,2,2,22,0,0,0,0,0,0,7130,8185,9084,6821,8667,8848,5328,1177,1076,19095,249,258,500,500
0,50000,1,2,1,36,0,0,0,0,0,0,22430,23763,24564,15467,26145,26774,27476,2000,1500,11180,2000,1200,1300,1150
0,190000,2,3,1,39,-1,-1,-2,-1,-1,-1,157,-1049,-2681,62753,1975,2244,3294,0,?,5737,6475,2244,?,0
0,230000,2,1,2,36,0,0,0,0,0,0,111691,117858,121697,62957,119772,115730,111222,8000,6000,19095,5000,5000,5000,5000
0,320000,2,1,2,28,-1,-1,-2,-1,-1,-2,11684,1127,1943,25710,13312,-5,-5,1135,1952,11180,13375,5,0,0
0,370000,2,2,2,39,0,0,0,0,0,0,181221,180616,114073,1715,57660,23093,18436,10073,6367,19095,5100,2000,3000,3000
0,200000,2,2,2,32,0,0,0,0,0,0,165074,170905,186093,35725,188139,141208,144242,10000,20000,11180,6000,5300,5500,4600
0,20000,1,3,2,22,1,2,0,0,0,0,18977,18374,18458,58058,18852,19546,21165,0,1680,11180,1000,1000,2100,0
0,240000,1,4,2,29,0,0,0,0,0,0,219419,151914,159320,15954,148705,134563,195628,7000,10082,11180,8095,7015,67006,7026
1,70000,2,2,2,24,0,0,2,0,0,0,65508,50382,49271,30235,50449,51636,53666,4000,0,19095,2000,2000,3000,2000
1,80000,1,1,2,39,2,2,2,2,0,0,78246,79404,80388,16592,78128,75762,73873,3000,3001,19095,0,2703,?,8302
0,150000,2,1,1,40,-2,-2,-2,-2,-1,0,52097,30188,20242,12910,5332,61826,5220,2000,1000,11180,5003,61826,5000,20000
0,210000,2,1,2,?,-2,-2,-2,-2,-2,-2,0,0,0,22750,820,0,0,0,0,19095,820,0,0,0
1,20000,1,2,2,25,0,0,0,0,0,0,19770,19463,20998,53269,19468,36702,0,1465,4000,11180,0,367,0,0
0,200000,2,1,1,33,-2,-2,-1,0,0,-1,0,225,5628,43277,5540,16378,4850,225,5628,11180,23,16378,4850,2255
0,200000,1,1,1,34,-1,-1,-1,-1,-1,2,2727,1332,2003,3988,816,4530,4245,1332,2003,19095,816,4530,0,0
1,30000,2,3,1,23,2,2,0,0,2,2,15955,15410,17149,7335,18362,18919,19161,0,2000,11180,1500,1000,700,0
0,20000,1,1,1,40,0,0,0,0,0,0,30832,17896,17258,35063,18981,19496,18594,3500,1500,11180,2000,800,800,700
0,300000,2,1,1,31,0,0,0,0,0,0,149893,152529,152882,43498,113347,114554,116357,7000,6000,19095,4084,4056,4300,6609
0,500000,2,2,1,41,-1,-1,-1,-1,2,2,2503,613,2339,38396,4333,1285,1969,1043,4401,11180,3150,0,1000,498
0,30000,1,2,2,41,-1,0,0,0,3,2,9736,10453,11771,33287,13032,12538,12187,1182,1500,19095,1761,0,0,1100
0,340000,1,1,2,33,-1,-1,-1,-1,0,-1,8427,10289,9452,48359,22630,8819,9327,10300,9461,5737,22676,8007,9336,32776
0,140000,2,3,2,24,0,0,0,0,0,0,20923,19713,19385,10837,19244,17185,36377,1633,1600,11180,800,1753,20000,938
0,110000,2,3,2,45,0,0,0,0,0,0,9242,9484,13922,26261,18766,28498,30667,5000,5000,11180,5000,10000,5000,5000
0,60000,1,1,2,25,0,0,0,0,0,0,24200,34708,25326,16006,27914,30476,31982,11000,2000,11180,3000,3000,2000,2000
0,110000,1,1,2,25,0,0,0,0,0,0,64155,65743,66533,12724,67677,39066,39884,2621,2123,11180,1952,2000,1468,800
0,150000,1,3,2,31,-1,-1,-1,-1,-1,-1,4213,5897,2365,1034,5004,5531,3567,5914,2378,11180,5019,5547,3576,5138
0,240000,2,3,1,44,-1,-1,-1,-1,0,-1,24469,11511,4670,40444,17480,5489,7740,11511,4670,19095,17480,0,7740,6788
1,120000,1,1,1,34,2,2,2,2,2,2,97463,99018,100493,34623,101937,104159,102324,4000,4000,5737,4000,4000,0,8000
1,310000,1,1,2,37,-2,-2,-2,-2,-2,-2,0,0,0,28235,0,0,0,0,0,5737,0,0,0,0
0,110000,2,1,2,25,-2,-2,-2,-2,-2,-2,86107,83894,85037,53409,44819,24512,25447,0,4000,5737,2100,2000,1500,1500
0,20000,1,2,1,45,-2,-2,-2,-2,-2,-2,1651,0,390,27867,390,?,0,0,390,11180,390,780,?,0
1,20000,1,3,2,24,0,0,0,0,2,2,13470,14748,15761,11589,17497,17075,19777,1500,1264,11180,2000,0,3000,0
0,220000,2,1,2,36,-1,-1,-1,-1,-1,-1,1838,921,943,54879,1467,25075,6862,923,945,11180,1471,?,6882,7715
0,460000,1,1,2,36,-1,-1,-1,0,0,0,11469,13749,32838,29715,33203,3129,5945,13766,32871,11180,21000,165,3551,28979
1,50000,1,3,1,41,4,3,2,0,0,-1,52955,51847,50307,36499,27707,28479,28979,0,0,5737,0,974,31100,1200
0,50000,2,2,2,27,0,0,0,0,0,0,46465,47776,47626,46543,45227,29436,10363,2367,1606,5737,1198,1196,343,154
0,260000,1,1,2,29,0,0,0,0,0,0,128208,100939,92549,12810,90038,88772,111287,17000,6000,5737,5000,6500,?,4000
0,80000,1,2,2,31,0,0,0,0,0,0,45605,46669,47892,33219,49098,50152,51812,1800,2000,11180,2000,2000,2500,4000
0,190000,1,1,2,30,-1,-1,-1,-1,-1,-1,25953,1590,478,2513,10035,24345,1150,1698,478,5737,10035,24345,1191,14512
0,230000,2,2,1,30,-1,-1,-1,0,-1,-1,3686,5557,5816,24247,1288,23196,15072,5619,5838,11180,7,23312,15147,16518
0,60000,2,1,2,24,0,0,0,0,0,0,56119,57282,58533,50668,59349,55302,56563,2664,2800,11180,2400,2100,2181,2213
0,380000,1,2,1,39,-2,-2,-2,-1,-1,-2,0,4107,2517,26225,710,0,0,4107,2517,11180,716,0,0,1183
0,430000,2,1,2,29,0,0,0,0,0,0,67336,53400,52214,16412,32386,32848,28557,3261,3051,5737,1199,2000,?,140908
0,50000,1,2,2,42,-1,0,0,0,0,0,47612,97918,49376,37096,19693,19677,19657,2113,1949,19095,685,700,712,674
0,440000,1,2,2,29,0,0,0,0,0,0,430990,436979,329814,20614,289341,?,293176,18887,12076,5737,10042,11005,?,?
0,60000,2,2,2,24,0,0,0,0,0,0,57925,58188,58411,31911,58743,60042,57781,2100,3000,19095,2500,2500,2300,5000
1,360000,1,1,2,35,-2,-2,-2,-2,-2,-2,1533,-12,2493,46873,-6,1299,-2,24,2505,5737,0,1305,?,0
0,20000,2,2,2,23,0,0,0,0,0,0,4731,6642,11508,24907,16953,17310,18466,2000,5000,19095,6000,626,1441,0
0,100000,2,2,1,39,0,0,0,0,0,0,97040,65668,66046,9116,66779,?,46369,2617,2098,11180,1916,1707,?,1379
0,190000,2,2,1,34,-1,-1,-1,-2,-1,-1,500,300,0,42257,0,418,964,300,0,11180,0,418,964,670
0,510000,1,3,2,30,-2,-2,-2,-2,-2,-2,548,0,0,43666,0,0,1769,0,0,19095,0,0,?,0
0,150000,2,1,1,58,-1,-1,-1,-1,-1,-1,1657,2277,4049,24131,1665,559,0,2277,4066,19095,1665,559,0,663
0,210000,2,1,2,26,1,2,2,0,0,0,120098,121222,117783,21500,120126,122643,125123,4500,0,19095,4302,4455,4523,4516
0,360000,2,1,2,34,-1,-1,-1,-1,-1,-1,8871,6378,26648,25995,6707,3450,0,6411,26987,5737,6740,3467,0,239400
0,50000,1,1,1,38,0,0,-2,-2,-2,-2,12650,0,0,23004,0,0,0,0,0,11180,0,0,0,0
1,140000,1,2,2,30,-1,-1,-1,-1,-1,-1,326,326,326,4966,326,326,326,326,326,11180,326,326,326,326
0,280000,2,3,2,46,-2,-2,-2,-2,-2,-2,1401,5201,3615,16772,1963,2086,1297,5201,3615,19095,1963,2086,1297,1154
0,300000,2,1,2,29,0,-1,-1,-1,0,-1,26857,9505,8933,28370,14357,24549,3031,9511,8933,19095,14357,15000,3031,20993
0,290000,2,2,1,37,-2,-2,-2,-2,-2,-2,1961,3144,500,21373,0,0,0,3148,501,5737,0,0,0,0
0,60000,1,2,1,32,0,0,0,0,0,2,30781,25870,26964,29882,27265,30329,24104,1505,1599,19095,900,4500,0,1000
0,50000,1,2,2,33,0,0,0,0,0,0,50094,50461,50994,49965,30521,30242,30193,2479,2412,5737,1162,1199,1223,1199
0,150000,1,2,2,27,0,0,0,0,0,-1,12593,39494,33616,50754,24519,10656,30168,38018,1203,11180,41,2587,31382,11027
0,80000,1,3,2,32,0,0,0,0,0,0,71375,18353,94675,20880,90470,85449,80309,1414,83402,11180,4000,3058,2903,2626
0,170000,1,1,2,30,0,0,0,0,0,0,117010,119463,123476,9845,124934,127918,130782,4337,6000,19095,5000,5000,5000,4898
0,140000,1,1,1,31,2,0,0,2,2,2,51028,52112,55232,24062,55932,54910,57344,2500,4600,11180,2200,0,3513,3000
0,360000,1,1,1,49,1,-1,-1,-1,-1,-1,-3,630,1019,25098,320,?,907,633,1030,5737,321,5846,?,6965
0,210000,1,1,1,53,-1,-1,-1,-1,-1,-1,6060,5934,9303,35677,10976,2543,3483,5983,9331,11180,11008,2550,3493,1308
0,300000,2,2,2,42,-1,-1,-1,0,0,-2,28077,1063,11510,23798,10310,0,0,1500,11516,11180,0,0,0,7000
0,240000,2,2,1,42,-1,-1,-1,-1,-1,-1,632,0,316,13325,632,0,316,0,316,11180,632,0,316,948
0,300000,1,3,2,?,0,0,0,0,0,0,103792,108297,75385,610,76864,124477,192001,8401,4266,5737,3087,49195,70000,7016
0,370000,2,1,2,34,0,0,0,0,0,0,206161,203907,178625,27277,164483,157497,141493,10000,7014,19095,6000,6000,6000,4000
1,20000,2,1,2,23,1,2,0,0,-1,0,6081,3408,4016,30790,3282,1814,2232,0,1000,5737,100,1814,1000,0
0,120000,2,2,2,33,0,0,0,0,0,2,52266,53351,54425,37291,54925,59010,60191,2522,2559,5737,2000,5000,2300,0
0,180000,2,1,1,28,1,-2,-2,-2,-2,-2,0,0,0,27372,0,0,0,0,0,11180,0,0,0,0
0,50000,1,2,1,41,0,0,0,0,0,0,36696,46041,47890,6834,8412,9412,0,10000,3012,11180,1000,1000,0,0
1,50000,2,3,1,48,-1,-1,-1,-1,-1,-1,390,390,390,12037,390,390,390,390,390,11180,390,390,390,0
1,100000,2,2,2,24,1,-1,-1,-2,-2,-1,0,670,0,24957,0,0,150,670,0,19095,0,0,150,477
0,80000,2,1,2,32,0,0,0,0,2,2,60918,62445,63905,32620,67943,68811,70526,2500,2500,5737,5100,2100,3000,3000
0,110000,2,2,1,46,-2,-1,0,0,0,0,1495,83590,82293,17433,78622,78430,78120,86367,2846,19095,2755,2838,2808,2740
1,150000,2,2,1,29,2,2,2,2,2,2,99986,103662,103978,4219,105272,106437,109108,6800,3500,19095,4500,3000,4600,2500
0,50000,2,1,2,36,-1,-1,-1,-1,-1,-1,11684,45135,34539,2595,7000,6000,0,45135,34539,5737,7000,6000,0,0
0,270000,2,2,1,50,0,0,0,0,0,0,22821,24949,26526,51662,27778,29322,30677,2500,2000,5737,2000,2000,2000,2000
